Transaction_ID,Date,Amount,Category,Type,Payment_Mode,Merchant,Notes,Month_Num,Month_Name,Day_of_Week,Week_Number,Spend_Bucket,Is_Weekend,Is_Anomaly,Quarter
TXN10593,2024-08-01,428.1,Food & Dining,Need,BHIM UPI,Dominos,Dominos payment,8,August,Thursday,31,Small,No,No,Q3
TXN10909,2024-11-18,368.28,Subscriptions,Want,Paytm,iCloud,iCloud payment,11,November,Monday,47,Small,No,No,Q4
TXN10743,2024-09-17,2660.12,Shopping,Want,PhonePe,Myntra,Myntra payment,9,September,Tuesday,38,Large,No,No,Q3
TXN10137,2024-02-23,340.12,Shopping,Want,PhonePe,Flipkart,Flipkart payment,2,February,Friday,8,Small,No,No,Q1
TXN10799,2024-10-09,340.94,Entertainment,Want,PhonePe,Hotstar,Hotstar payment,10,October,Wednesday,41,Small,No,No,Q4
TXN10933,2024-11-27,164.88,Miscellaneous,Want,Amazon Pay,Gift,No Description,11,November,Wednesday,48,Small,No,No,Q4
TXN10822,2024-10-17,533.71,Food & Dining,Need,Paytm,Zomato,No Description,10,October,Thursday,42,Medium,No,No,Q4
TXN10765,2024-09-25,587.41,Food & Dining,Need,PhonePe,Swiggy,Swiggy payment,9,September,Wednesday,39,Medium,No,No,Q3
TXN10261,2024-04-20,1416.73,Health & Medical,Need,Paytm,Netmeds,Netmeds payment,4,April,Saturday,16,Medium,Yes,No,Q2
TXN10567,2024-07-23,88.79,Food & Dining,Need,PhonePe,McDonald's,McDonald's payment,7,July,Tuesday,30,Small,No,No,Q3
TXN10832,2024-10-21,2418.9,Groceries,Need,GPay,Reliance Fresh,Reliance Fresh payment,10,October,Monday,43,Large,No,No,Q4
TXN10381,2024-06-04,928.76,Miscellaneous,Want,PhonePe,Donation,Donation payment,6,June,Tuesday,23,Medium,No,No,Q2
TXN10333,2024-05-18,2286.71,Health & Medical,Need,PhonePe,Apollo Pharmacy,Apollo Pharmacy payment,5,May,Saturday,20,Large,Yes,No,Q2
TXN10536,2024-07-14,1986.07,Health & Medical,Need,Paytm,1mg,1mg payment,7,July,Sunday,28,Medium,Yes,No,Q3
TXN10351,2024-05-23,379.93,Food & Dining,Need,Paytm,Cafe Coffee Day,Cafe Coffee Day payment,5,May,Thursday,21,Small,No,No,Q2
TXN10785,2024-10-03,5674.03,Entertainment,Want,GPay,Netflix,Netflix payment,10,October,Thursday,40,Large,No,No,Q4
TXN10451,2024-06-22,1994.47,Shopping,Want,PhonePe,Myntra,Myntra payment,6,June,Saturday,25,Medium,Yes,No,Q2
TXN10078,2024-01-28,1802.85,Bills & Utilities,Need,PhonePe,MPPKVVCL,MPPKVVCL payment,1,January,Sunday,4,Medium,Yes,No,Q1
TXN10029,2024-01-12,160.47,Transport,Need,PhonePe,Local Auto,Local Auto payment,1,January,Friday,2,Small,No,No,Q1
TXN10712,2024-09-09,6565.97,Travel,Want,Amazon Pay,MakeMyTrip,MakeMyTrip payment,9,September,Monday,37,Large,No,No,Q3
TXN10277,2024-04-25,974.49,Miscellaneous,Want,GPay,Gift,Gift payment,4,April,Thursday,17,Medium,No,No,Q2
TXN10247,2024-04-14,250.3,Food & Dining,Need,Paytm,Cafe Coffee Day,Cafe Coffee Day payment,4,April,Sunday,15,Small,Yes,No,Q2
TXN10657,2024-08-22,1020.49,Travel,Want,Amazon Pay,Goibibo,Goibibo payment,8,August,Thursday,34,Medium,No,No,Q3
TXN10306,2024-05-06,1495.89,Shopping,Want,PhonePe,Flipkart,Flipkart payment,5,May,Monday,19,Medium,No,No,Q2
TXN10165,2024-03-08,30870.93,Travel,Want,GPay,OYO,No Description,3,March,Friday,10,Large,No,Yes,Q1
TXN10816,2024-10-15,247.93,Transport,Need,Amazon Pay,Rapido,Rapido payment,10,October,Tuesday,42,Small,No,No,Q4
TXN10178,2024-03-15,2009.28,Groceries,Need,Paytm,Blinkit,Blinkit payment,3,March,Friday,11,Large,No,No,Q1
TXN10485,2024-07-02,943.96,Shopping,Want,Paytm,Flipkart,Flipkart payment,7,July,Tuesday,27,Medium,No,No,Q3
TXN10065,2024-01-25,280.15,Transport,Need,BHIM UPI,IRCTC,IRCTC payment,1,January,Thursday,4,Small,No,No,Q1
TXN10141,2024-02-25,480.53,Transport,Need,BHIM UPI,RedBus,RedBus payment,2,February,Sunday,8,Small,Yes,No,Q1
TXN10436,2024-06-20,325.74,Entertainment,Want,Paytm,Hotstar,Hotstar payment,6,June,Thursday,25,Small,No,No,Q2
TXN10522,2024-07-11,482.69,Food & Dining,Need,PhonePe,Cafe Coffee Day,Cafe Coffee Day payment,7,July,Thursday,28,Small,No,No,Q3
TXN10844,2024-10-25,588.29,Food & Dining,Need,PhonePe,McDonald's,McDonald's payment,10,October,Friday,43,Medium,No,No,Q4
TXN10420,2024-06-14,449.85,Shopping,Want,PhonePe,Ajio,No Description,6,June,Friday,24,Small,No,No,Q2
TXN10404,2024-06-10,1864.13,Travel,Want,Paytm,IRCTC,IRCTC payment,6,June,Monday,24,Medium,No,No,Q2
TXN10679,2024-08-27,588.85,Food & Dining,Need,PhonePe,Dominos,Dominos payment,8,August,Tuesday,35,Medium,No,No,Q3
TXN10265,2024-04-21,4915.72,Shopping,Want,GPay,Ajio,Ajio payment,4,April,Sunday,16,Large,Yes,No,Q2
TXN10879,2024-11-09,466.2,Food & Dining,Need,PhonePe,Local Dhaba,Local Dhaba payment,11,November,Saturday,45,Small,Yes,No,Q4
TXN10292,2024-05-03,2591.87,Groceries,Need,GPay,Blinkit,Blinkit payment,5,May,Friday,18,Large,No,No,Q2
TXN10221,2024-04-04,1395.91,Shopping,Want,Amazon Pay,Nykaa,Nykaa payment,4,April,Thursday,14,Medium,No,No,Q2
TXN10827,2024-10-19,564.53,Food & Dining,Need,GPay,McDonald's,McDonald's payment,10,October,Saturday,42,Medium,Yes,No,Q4
TXN10235,2024-04-11,4849.97,Shopping,Want,Paytm,Nykaa,Nykaa payment,4,April,Thursday,15,Large,No,No,Q2
TXN10525,2024-07-12,2035.15,Groceries,Need,Paytm,Blinkit,Blinkit payment,7,July,Friday,28,Large,No,No,Q3
TXN10192,2024-03-22,240.58,Subscriptions,Want,Paytm,LinkedIn Premium,LinkedIn Premium payment,3,March,Friday,12,Small,No,No,Q1
TXN10321,2024-05-14,3884.14,Shopping,Want,PhonePe,Nykaa,Nykaa payment,5,May,Tuesday,20,Large,No,No,Q2
TXN10049,2024-01-19,1091.97,Entertainment,Want,GPay,Spotify,Spotify payment,1,January,Friday,3,Medium,No,No,Q1
TXN10891,2024-11-11,2136.63,Health & Medical,Need,PhonePe,Local Clinic,Local Clinic payment,11,November,Monday,46,Large,No,No,Q4
TXN10002,2024-01-02,219.82,Transport,Need,BHIM UPI,RedBus,RedBus payment,1,January,Tuesday,1,Small,No,No,Q1
TXN10817,2024-10-15,629.97,Miscellaneous,Want,BHIM UPI,Gift,Gift payment,10,October,Tuesday,42,Medium,No,No,Q4
TXN10370,2024-06-01,27.12,Transport,Need,GPay,Local Auto,Local Auto payment,6,June,Saturday,22,Small,Yes,No,Q2
TXN10921,2024-11-21,1102.18,Health & Medical,Need,PhonePe,Netmeds,Netmeds payment,11,November,Thursday,47,Medium,No,No,Q4
TXN10249,2024-04-14,219.33,Transport,Need,PhonePe,Uber,Uber payment,4,April,Sunday,15,Small,Yes,No,Q2
TXN10548,2024-07-18,3062.53,Shopping,Want,GPay,Amazon,Amazon payment,7,July,Thursday,29,Large,No,No,Q3
TXN10432,2024-06-19,331.04,Subscriptions,Want,PhonePe,Spotify,Spotify payment,6,June,Wednesday,25,Small,No,No,Q2
TXN10938,2024-11-28,530.32,Miscellaneous,Want,PhonePe,Gift,Gift payment,11,November,Thursday,48,Medium,No,No,Q4
TXN10507,2024-07-08,6242.81,Education,Need,BHIM UPI,Unacademy,Unacademy payment,7,July,Monday,28,Large,No,No,Q3
TXN10033,2024-01-12,336.84,Transport,Need,Paytm,Local Auto,Local Auto payment,1,January,Friday,2,Small,No,No,Q1
TXN10204,2024-03-25,772.11,Subscriptions,Want,PhonePe,LinkedIn Premium,LinkedIn Premium payment,3,March,Monday,13,Medium,No,No,Q1
TXN10889,2024-11-11,707.03,Food & Dining,Need,BHIM UPI,Zomato,Zomato payment,11,November,Monday,46,Medium,No,No,Q4
TXN10588,2024-08-01,324.19,Food & Dining,Need,PhonePe,Local Dhaba,Local Dhaba payment,8,August,Thursday,31,Small,No,No,Q3
TXN10730,2024-09-15,677.38,Food & Dining,Need,Amazon Pay,McDonald's,McDonald's payment,9,September,Sunday,37,Medium,Yes,No,Q3
TXN10077,2024-01-28,346.91,Transport,Need,GPay,Local Auto,Local Auto payment,1,January,Sunday,4,Small,Yes,No,Q1
TXN10084,2024-02-05,823.79,Entertainment,Want,PhonePe,Spotify,Spotify payment,2,February,Monday,6,Medium,No,No,Q1
TXN10305,2024-05-06,775.39,Groceries,Need,Paytm,BigBasket,BigBasket payment,5,May,Monday,19,Medium,No,No,Q2
TXN10082,2024-02-03,1971.57,Miscellaneous,Want,GPay,Temple,Temple payment,2,February,Saturday,5,Medium,Yes,No,Q1
TXN10448,2024-06-22,618.05,Transport,Need,Paytm,Uber,Uber payment,6,June,Saturday,25,Medium,Yes,No,Q2
TXN10997,2024-12-28,3764.99,Bills & Utilities,Need,PhonePe,LPG Booking,LPG Booking payment,12,December,Saturday,52,Large,Yes,No,Q4
TXN10751,2024-09-21,1663.08,Miscellaneous,Want,Paytm,Repair Shop,Repair Shop payment,9,September,Saturday,38,Medium,Yes,No,Q3
TXN10531,2024-07-13,589.26,Food & Dining,Need,GPay,Dominos,Dominos payment,7,July,Saturday,28,Medium,Yes,No,Q3
TXN10323,2024-05-15,1859.6,Shopping,Want,Paytm,Meesho,Meesho payment,5,May,Wednesday,20,Medium,No,No,Q2
TXN10495,2024-07-04,939.83,Shopping,Want,GPay,Meesho,Meesho payment,7,July,Thursday,27,Medium,No,No,Q3
TXN10910,2024-11-19,611.01,Food & Dining,Need,GPay,Local Dhaba,Local Dhaba payment,11,November,Tuesday,47,Medium,No,No,Q4
TXN10005,2024-01-03,1699.57,Miscellaneous,Want,GPay,Temple,Temple payment,1,January,Wednesday,1,Medium,No,No,Q1
TXN10425,2024-06-15,264.88,Food & Dining,Need,GPay,Dominos,Dominos payment,6,June,Saturday,24,Small,Yes,No,Q2
TXN10490,2024-07-03,424.28,Transport,Need,GPay,Uber,Uber payment,7,July,Wednesday,27,Small,No,No,Q3
TXN10097,2024-02-08,1155.44,Bills & Utilities,Need,PhonePe,BESCOM,BESCOM payment,2,February,Thursday,6,Medium,No,No,Q1
TXN10422,2024-06-15,5181.14,Shopping,Want,Paytm,Myntra,Myntra payment,6,June,Saturday,24,Large,Yes,No,Q2
TXN10885,2024-11-10,560.38,Food & Dining,Need,GPay,Dominos,Dominos payment,11,November,Sunday,45,Medium,Yes,No,Q4
TXN10281,2024-04-26,4953.29,Travel,Want,GPay,Yatra,Yatra payment,4,April,Friday,17,Large,No,No,Q2
TXN10266,2024-04-21,1339.76,Groceries,Need,GPay,DMart,DMart payment,4,April,Sunday,16,Medium,Yes,No,Q2
TXN10442,2024-06-20,38.89,Transport,Need,GPay,Local Auto,Local Auto payment,6,June,Thursday,25,Small,No,No,Q2
TXN10745,2024-09-18,573.99,Transport,Need,GPay,Rapido,Rapido payment,9,September,Wednesday,38,Medium,No,No,Q3
TXN10382,2024-06-04,661.54,Food & Dining,Need,Amazon Pay,Zomato,No Description,6,June,Tuesday,23,Medium,No,No,Q2
TXN10692,2024-09-02,437.5,Transport,Need,Paytm,Rapido,Rapido payment,9,September,Monday,36,Small,No,No,Q3
TXN10893,2024-11-12,229.17,Transport,Need,Paytm,Uber,Uber payment,11,November,Tuesday,46,Small,No,No,Q4
TXN10534,2024-07-14,1699.99,Miscellaneous,Want,PhonePe,Salon,Salon payment,7,July,Sunday,28,Medium,Yes,No,Q3
TXN10118,2024-02-17,1960.35,Shopping,Want,BHIM UPI,Ajio,Ajio payment,2,February,Saturday,7,Medium,Yes,No,Q1
TXN10388,2024-06-06,7990.46,Education,Need,PhonePe,Coursera,Coursera payment,6,June,Thursday,23,Large,No,Yes,Q2
TXN10250,2024-04-15,2935.76,Groceries,Need,PhonePe,BigBasket,BigBasket payment,4,April,Monday,16,Large,No,No,Q2
TXN10943,2024-12-03,855.62,Subscriptions,Want,GPay,Spotify,Spotify payment,12,December,Tuesday,49,Medium,No,No,Q4
TXN10453,2024-06-22,386.36,Food & Dining,Need,PhonePe,Cafe Coffee Day,Cafe Coffee Day payment,6,June,Saturday,25,Small,Yes,No,Q2
TXN10009,2024-01-06,2059.15,Groceries,Need,GPay,Zepto,Zepto payment,1,January,Saturday,1,Large,Yes,No,Q1
TXN10196,2024-03-23,1571.63,Health & Medical,Need,Paytm,Apollo Pharmacy,Apollo Pharmacy payment,3,March,Saturday,12,Medium,Yes,No,Q1
TXN10618,2024-08-11,3486.55,Shopping,Want,GPay,Meesho,Meesho payment,8,August,Sunday,32,Large,Yes,No,Q3
TXN10081,2024-02-02,2228.05,Groceries,Need,PhonePe,DMart,DMart payment,2,February,Friday,5,Large,No,No,Q1
TXN10398,2024-06-09,1057.81,Groceries,Need,GPay,Local Kirana,Local Kirana payment,6,June,Sunday,23,Medium,Yes,No,Q2
TXN10501,2024-07-06,534.7,Food & Dining,Need,BHIM UPI,Swiggy,Swiggy payment,7,July,Saturday,27,Medium,Yes,No,Q3
TXN10634,2024-08-15,732.36,Food & Dining,Need,PhonePe,Dominos,Dominos payment,8,August,Thursday,33,Medium,No,No,Q3
TXN10239,2024-04-11,548.98,Bills & Utilities,Need,GPay,BESCOM,BESCOM payment,4,April,Thursday,15,Medium,No,No,Q2
TXN10309,2024-05-08,1589.79,Groceries,Need,GPay,DMart,DMart payment,5,May,Wednesday,19,Medium,No,No,Q2
TXN10211,2024-04-02,624.55,Entertainment,Want,GPay,Spotify,Spotify payment,4,April,Tuesday,14,Medium,No,No,Q2
TXN10834,2024-10-21,578.98,Food & Dining,Need,Paytm,Cafe Coffee Day,Cafe Coffee Day payment,10,October,Monday,43,Medium,No,No,Q4
TXN10380,2024-06-04,1359.03,Miscellaneous,Want,GPay,Donation,Donation payment,6,June,Tuesday,23,Medium,No,No,Q2
TXN10601,2024-08-05,144.65,Subscriptions,Want,GPay,iCloud,iCloud payment,8,August,Monday,32,Small,No,No,Q3
TXN10227,2024-04-07,2073.61,Travel,Want,Paytm,Yatra,Yatra payment,4,April,Sunday,14,Large,Yes,No,Q2
TXN10873,2024-11-07,191.0,Transport,Need,BHIM UPI,IRCTC,IRCTC payment,11,November,Thursday,45,Small,No,No,Q4
TXN10359,2024-05-26,930.02,Entertainment,Want,GPay,Hotstar,Hotstar payment,5,May,Sunday,21,Medium,Yes,No,Q2
TXN10813,2024-10-14,516.19,Food & Dining,Need,BHIM UPI,Cafe Coffee Day,Cafe Coffee Day payment,10,October,Monday,42,Medium,No,No,Q4
TXN10177,2024-03-14,3360.35,Shopping,Want,GPay,Nykaa,Nykaa payment,3,March,Thursday,11,Large,No,No,Q1
TXN10994,2024-12-26,970.55,Subscriptions,Want,BHIM UPI,Spotify,Spotify payment,12,December,Thursday,52,Medium,No,No,Q4
TXN10756,2024-09-22,733.69,Food & Dining,Need,GPay,Swiggy,Swiggy payment,9,September,Sunday,38,Medium,Yes,No,Q3
TXN10493,2024-07-04,1090.56,Shopping,Want,GPay,Myntra,Myntra payment,7,July,Thursday,27,Medium,No,No,Q3
TXN10334,2024-05-18,690.47,Food & Dining,Need,GPay,Local Dhaba,Local Dhaba payment,5,May,Saturday,20,Medium,Yes,No,Q2
TXN10892,2024-11-12,421.04,Food & Dining,Need,GPay,Zomato,Zomato payment,11,November,Tuesday,46,Small,No,No,Q4
TXN10007,2024-01-05,1334.53,Miscellaneous,Want,Paytm,Salon,Salon payment,1,January,Friday,1,Medium,No,No,Q1
TXN10155,2024-03-05,2552.97,Bills & Utilities,Need,GPay,BESCOM,BESCOM payment,3,March,Tuesday,10,Large,No,No,Q1
TXN10842,2024-10-24,447.38,Transport,Need,PhonePe,Uber,Uber payment,10,October,Thursday,43,Small,No,No,Q4
TXN10750,2024-09-20,215.66,Food & Dining,Need,BHIM UPI,Local Dhaba,Local Dhaba payment,9,September,Friday,38,Small,No,No,Q3
TXN10941,2024-12-02,677.15,Food & Dining,Need,GPay,Zomato,No Description,12,December,Monday,49,Medium,No,No,Q4
TXN10482,2024-06-28,4109.22,Education,Need,GPay,Unacademy,Unacademy payment,6,June,Friday,26,Large,No,No,Q2
TXN10846,2024-10-25,705.08,Food & Dining,Need,GPay,Zomato,Zomato payment,10,October,Friday,43,Medium,No,No,Q4
TXN10749,2024-09-19,1851.68,Bills & Utilities,Need,GPay,Jio,Jio payment,9,September,Thursday,38,Medium,No,No,Q3
TXN10903,2024-11-15,2600.42,Bills & Utilities,Need,BHIM UPI,Tata Sky,Tata Sky payment,11,November,Friday,46,Large,No,No,Q4
TXN10591,2024-08-01,4438.25,Travel,Want,GPay,IRCTC,IRCTC payment,8,August,Thursday,31,Large,No,No,Q3
TXN10952,2024-12-05,62.23,Entertainment,Want,PhonePe,Hotstar,Hotstar payment,12,December,Thursday,49,Small,No,No,Q4
TXN10580,2024-07-27,1213.95,Shopping,Want,Paytm,Flipkart,No Description,7,July,Saturday,30,Medium,Yes,No,Q3
TXN10439,2024-06-20,111.28,Entertainment,Want,PhonePe,BookMyShow,BookMyShow payment,6,June,Thursday,25,Small,No,No,Q2
TXN10542,2024-07-16,6969.41,Education,Need,GPay,upGrad,upGrad payment,7,July,Tuesday,29,Large,No,Yes,Q3
TXN10596,2024-08-02,1208.86,Miscellaneous,Want,GPay,Repair Shop,Repair Shop payment,8,August,Friday,31,Medium,No,No,Q3
TXN10723,2024-09-13,297.13,Groceries,Need,GPay,Reliance Fresh,Reliance Fresh payment,9,September,Friday,37,Small,No,No,Q3
TXN10677,2024-08-26,161.31,Transport,Need,PhonePe,Uber,Uber payment,8,August,Monday,35,Small,No,No,Q3
TXN10478,2024-06-27,900.22,Groceries,Need,PhonePe,BigBasket,BigBasket payment,6,June,Thursday,26,Medium,No,No,Q2
TXN10228,2024-04-07,2143.24,Shopping,Want,GPay,Flipkart,Flipkart payment,4,April,Sunday,14,Large,Yes,No,Q2
TXN10974,2024-12-18,525.88,Entertainment,Want,GPay,Netflix,No Description,12,December,Wednesday,51,Medium,No,No,Q4
TXN10814,2024-10-15,563.55,Food & Dining,Need,GPay,McDonald's,McDonald's payment,10,October,Tuesday,42,Medium,No,No,Q4
TXN10212,2024-04-03,838.56,Miscellaneous,Want,PhonePe,Temple,Temple payment,4,April,Wednesday,14,Medium,No,No,Q2
TXN10079,2024-02-01,2782.23,Groceries,Need,BHIM UPI,BigBasket,BigBasket payment,2,February,Thursday,5,Large,No,No,Q1
TXN10148,2024-03-01,829.56,Groceries,Need,GPay,DMart,DMart payment,3,March,Friday,9,Medium,No,No,Q1
TXN10302,2024-05-06,3249.44,Education,Need,Paytm,Udemy,Udemy payment,5,May,Monday,19,Large,No,No,Q2
TXN10355,2024-05-24,282.74,Miscellaneous,Want,GPay,Donation,Donation payment,5,May,Friday,21,Small,No,No,Q2
TXN10429,2024-06-18,291.86,Food & Dining,Need,Amazon Pay,Local Dhaba,Local Dhaba payment,6,June,Tuesday,25,Small,No,No,Q2
TXN10519,2024-07-10,4860.99,Shopping,Want,Paytm,Nykaa,Nykaa payment,7,July,Wednesday,28,Large,No,No,Q3
TXN10362,2024-05-26,2967.15,Groceries,Need,Paytm,BigBasket,BigBasket payment,5,May,Sunday,21,Large,Yes,No,Q2
TXN10594,2024-08-02,671.94,Food & Dining,Need,Amazon Pay,Cafe Coffee Day,Cafe Coffee Day payment,8,August,Friday,31,Medium,No,No,Q3
TXN10357,2024-05-25,594.39,Food & Dining,Need,PhonePe,Cafe Coffee Day,Cafe Coffee Day payment,5,May,Saturday,21,Medium,Yes,No,Q2
TXN10133,2024-02-22,1533.26,Groceries,Need,PhonePe,Zepto,Zepto payment,2,February,Thursday,8,Medium,No,No,Q1
TXN10829,2024-10-20,101.78,Food & Dining,Need,Paytm,McDonald's,McDonald's payment,10,October,Sunday,42,Small,Yes,No,Q4
TXN10311,2024-05-09,196.34,Miscellaneous,Want,Paytm,Donation,Donation payment,5,May,Thursday,19,Small,No,No,Q2
TXN10621,2024-08-12,1322.74,Education,Need,GPay,Udemy,Udemy payment,8,August,Monday,33,Medium,No,No,Q3
TXN10464,2024-06-24,2907.13,Shopping,Want,PhonePe,Ajio,Ajio payment,6,June,Monday,26,Large,No,No,Q2
TXN10993,2024-12-25,232.71,Subscriptions,Want,GPay,iCloud,iCloud payment,12,December,Wednesday,52,Small,No,No,Q4
TXN10000,2024-01-01,127.34,Food & Dining,Need,PhonePe,Cafe Coffee Day,Cafe Coffee Day payment,1,January,Monday,1,Small,No,No,Q1
TXN10316,2024-05-13,802.15,Miscellaneous,Want,BHIM UPI,Repair Shop,Repair Shop payment,5,May,Monday,20,Medium,No,No,Q2
TXN10722,2024-09-13,795.52,Food & Dining,Need,PhonePe,McDonald's,McDonald's payment,9,September,Friday,37,Medium,No,No,Q3
TXN10559,2024-07-22,2173.43,Bills & Utilities,Need,BHIM UPI,Tata Sky,Tata Sky payment,7,July,Monday,30,Large,No,No,Q3
TXN10371,2024-06-02,4961.46,Shopping,Want,Paytm,Myntra,Myntra payment,6,June,Sunday,22,Large,Yes,No,Q2
TXN10544,2024-07-17,1136.81,Miscellaneous,Want,Amazon Pay,ATM Withdrawal,ATM Withdrawal payment,7,July,Wednesday,29,Medium,No,No,Q3
TXN10849,2024-10-26,2381.87,Shopping,Want,Amazon Pay,Myntra,Myntra payment,10,October,Saturday,43,Large,Yes,No,Q4
TXN10394,2024-06-08,146.63,Miscellaneous,Want,GPay,Salon,Salon payment,6,June,Saturday,23,Small,Yes,No,Q2
TXN10172,2024-03-12,1489.76,Entertainment,Want,GPay,BookMyShow,BookMyShow payment,3,March,Tuesday,11,Medium,No,No,Q1
TXN10125,2024-02-19,2764.96,Shopping,Want,BHIM UPI,Ajio,Ajio payment,2,February,Monday,8,Large,No,No,Q1
TXN10898,2024-11-13,7850.35,Education,Need,Paytm,Books & Stationery,Books & Stationery payment,11,November,Wednesday,46,Large,No,Yes,Q4
TXN10578,2024-07-26,610.02,Miscellaneous,Want,PhonePe,Donation,Donation payment,7,July,Friday,30,Medium,No,No,Q3
TXN10948,2024-12-04,518.33,Food & Dining,Need,GPay,Swiggy,Swiggy payment,12,December,Wednesday,49,Medium,No,No,Q4
TXN10920,2024-11-21,539.39,Health & Medical,Need,Paytm,Apollo Pharmacy,Apollo Pharmacy payment,11,November,Thursday,47,Medium,No,No,Q4
TXN10090,2024-02-06,5902.35,Travel,Want,PhonePe,Airbnb,Airbnb payment,2,February,Tuesday,6,Large,No,No,Q1
TXN10970,2024-12-17,398.18,Food & Dining,Need,GPay,Cafe Coffee Day,Cafe Coffee Day payment,12,December,Tuesday,51,Small,No,No,Q4
TXN10181,2024-03-17,607.26,Bills & Utilities,Need,GPay,Jio,No Description,3,March,Sunday,11,Medium,Yes,No,Q1
TXN10363,2024-05-26,8606.3,Education,Need,PhonePe,Books & Stationery,Books & Stationery payment,5,May,Sunday,21,Large,Yes,Yes,Q2
TXN10274,2024-04-23,2246.78,Health & Medical,Need,Paytm,Fortis Hospital,Fortis Hospital payment,4,April,Tuesday,17,Large,No,No,Q2
TXN10912,2024-11-19,422.9,Food & Dining,Need,PhonePe,Dominos,Dominos payment,11,November,Tuesday,47,Small,No,No,Q4
TXN10069,2024-01-26,971.82,Groceries,Need,Amazon Pay,Zepto,Zepto payment,1,January,Friday,4,Medium,No,No,Q1
TXN10291,2024-05-03,1784.38,Miscellaneous,Want,PhonePe,Temple,Temple payment,5,May,Friday,18,Medium,No,No,Q2
TXN10131,2024-02-21,378.6,Bills & Utilities,Need,GPay,MPPKVVCL,MPPKVVCL payment,2,February,Wednesday,8,Small,No,No,Q1
TXN10300,2024-05-05,482.92,Subscriptions,Want,PhonePe,Spotify,Spotify payment,5,May,Sunday,18,Small,Yes,No,Q2
TXN10447,2024-06-22,1896.62,Miscellaneous,Want,Paytm,Salon,Salon payment,6,June,Saturday,25,Medium,Yes,No,Q2
TXN10326,2024-05-15,484.28,Miscellaneous,Want,Paytm,Repair Shop,Repair Shop payment,5,May,Wednesday,20,Small,No,No,Q2
TXN10144,2024-02-28,4999.52,Shopping,Want,PhonePe,Meesho,Meesho payment,2,February,Wednesday,9,Large,No,No,Q1
TXN10551,2024-07-19,3809.58,Entertainment,Want,PhonePe,YouTube Premium,YouTube Premium payment,7,July,Friday,29,Large,No,No,Q3
TXN10595,2024-08-02,1285.25,Groceries,Need,BHIM UPI,BigBasket,No Description,8,August,Friday,31,Medium,No,No,Q3
TXN10655,2024-08-20,1399.83,Miscellaneous,Want,Paytm,Donation,Donation payment,8,August,Tuesday,34,Medium,No,No,Q3
TXN10135,2024-02-23,4922.72,Shopping,Want,GPay,Flipkart,Flipkart payment,2,February,Friday,8,Large,No,No,Q1
TXN10430,2024-06-18,616.4,Subscriptions,Want,Paytm,Hotstar,Hotstar payment,6,June,Tuesday,25,Medium,No,No,Q2
TXN10164,2024-03-07,2484.17,Bills & Utilities,Need,GPay,Airtel,Airtel payment,3,March,Thursday,10,Large,No,No,Q1
TXN10028,2024-01-11,297.24,Entertainment,Want,PhonePe,BookMyShow,BookMyShow payment,1,January,Thursday,2,Small,No,No,Q1
TXN10587,2024-07-28,894.22,Entertainment,Want,Paytm,Spotify,Spotify payment,7,July,Sunday,30,Medium,Yes,No,Q3
TXN10193,2024-03-22,81.85,Food & Dining,Need,BHIM UPI,Swiggy,Swiggy payment,3,March,Friday,12,Small,No,No,Q1
TXN10790,2024-10-05,1078.3,Bills & Utilities,Need,BHIM UPI,LPG Booking,LPG Booking payment,10,October,Saturday,40,Medium,Yes,No,Q4
TXN10652,2024-08-19,541.01,Groceries,Need,Amazon Pay,BigBasket,BigBasket payment,8,August,Monday,34,Medium,No,No,Q3
TXN10169,2024-03-10,2100.52,Groceries,Need,PhonePe,BigBasket,BigBasket payment,3,March,Sunday,10,Large,Yes,No,Q1
TXN10513,2024-07-09,1079.01,Education,Need,GPay,College Fees,College Fees payment,7,July,Tuesday,28,Medium,No,No,Q3
TXN10140,2024-02-25,2523.5,Bills & Utilities,Need,PhonePe,BESCOM,BESCOM payment,2,February,Sunday,8,Large,Yes,No,Q1
TXN10173,2024-03-12,1885.7,Shopping,Want,GPay,Ajio,Ajio payment,3,March,Tuesday,11,Medium,No,No,Q1
TXN10006,2024-01-03,1920.4,Groceries,Need,GPay,Zepto,Zepto payment,1,January,Wednesday,1,Medium,No,No,Q1
TXN10656,2024-08-22,140.46,Entertainment,Want,PhonePe,Netflix,Netflix payment,8,August,Thursday,34,Small,No,No,Q3
TXN10964,2024-12-11,2192.21,Travel,Want,Paytm,MakeMyTrip,MakeMyTrip payment,12,December,Wednesday,50,Large,No,No,Q4
TXN10073,2024-01-27,2468.21,Groceries,Need,PhonePe,Zepto,Zepto payment,1,January,Saturday,4,Large,Yes,No,Q1
TXN10764,2024-09-25,2736.51,Bills & Utilities,Need,GPay,MPPKVVCL,MPPKVVCL payment,9,September,Wednesday,39,Large,No,No,Q3
TXN10653,2024-08-20,727.93,Food & Dining,Need,PhonePe,Zomato,Zomato payment,8,August,Tuesday,34,Medium,No,No,Q3
TXN10238,2024-04-11,4844.15,Shopping,Want,GPay,Nykaa,Nykaa payment,4,April,Thursday,15,Large,No,No,Q2
TXN10145,2024-02-28,1934.35,Groceries,Need,BHIM UPI,BigBasket,BigBasket payment,2,February,Wednesday,9,Medium,No,No,Q1
